case,z_real_ohm,z_imag_ohm,z_abs_ohm,coil_rms_A_at_3V3_fundamental,coil_peak_V_at_3V3_fundamental
183,19.781143239325797,0.3251249508742904,19.783814952844804,0.24591220622066082,46.19657963705567
184,19.756418291868613,0.4906766612102436,19.762510652979724,0.24569640462604914,46.1560395772331
185,19.31763578287779,0.23907522055340802,19.31911512468941,0.24864911946182436,46.710730733694064
186,19.43456841051645,-0.04000776630958935,19.43460959022355,0.24787583766003934,46.56546354713567
187,17.321643649850152,-1.1022833275507726,17.35668076754857,0.26105434642428105,49.04115208241171
188,18.853141129126996,-0.2610670720314285,18.854948593164583,0.2511731210571306,47.184884670554744
189,17.28036582481682,-0.8599438832160259,17.301749810980905,0.26121407941045144,49.07115920458629
190,20.44541340925387,0.8087862995186608,20.46140427130032,0.24252692810835477,45.56062800085101
191,18.893964305797933,-0.2857344287189258,18.896124770770374,0.2509250218923092,47.138277253209736
192,20.778438306685846,1.0307994470107702,20.803991106629216,0.24033154835529272,45.14820831191168
193,19.394815906632978,0.45826656729653853,19.400229181607244,0.24820143549756407,46.626629711524295
194,16.641283396655886,-1.5032036725824875,16.709037505765565,0.2650894624848602,49.79918098753261
195,20.064672513144608,0.509141089593131,20.07113120152556,0.24398856036193128,45.83520733890081
196,17.985583974234295,-0.5260736566001565,17.9932760882059,0.25723110337972616,48.32292522212679
197,19.63318581330876,0.25604205583878725,19.634855301587187,0.24633254357895662,46.27554338003277
198,18.122743428339792,-0.04764334760590887,18.122806053644236,0.25643630912328075,48.173616748475816
199,21.29918169012702,0.744566758029332,21.31219182360661,0.2378808809965586,44.687830799377366
